,conc_label_wx,conc_label_utf,conc_in_eng,mrs_conc
24766,lambavaw_2,लम्बवत्_2,perpendicular_11,_perpendicular_a_1
24767,aXolaMba_2,अधोलंब_2,perpendicular_12,_perpendicular_a_1
24768,aXolamba_2,अधोलम्ब_2,perpendicular_13,_perpendicular_a_1
24769,lambAI_2,लम्बाई_2,length_7,_length_n_of
24770,lambiwa_2,लम्बित_2,prolonged_2,_prolonged_a_1
24771,lambiwa_3,लम्बित_3,lengthened_1,_lengthen_v_cause
24772,vicArAXIna_1,विचाराधीन_1,pending_3,_pending_a_1
24773,lambiwa_4,लम्बित_4,pending_4,_pending_a_1
24774,pralaMbiwa_1,प्रलंबित_1,pending_5,_pending_a_1
24775,pralambiwa_1,प्रलम्बित_1,pending_6,_pending_a_1
24776,apAriwa_1,अपारित_1,pending_7,_pending_a_1
24777,xupahara-Bojana_1,दुपहर-भोजन_1,lunch_1,_lunch_n_1
24778,xopahara-Bojana_1,दोपहर-भोजन_1,lunch_2,_lunch_n_1
24779,maXyAMwara+AhAra_1,मध्यांतर+आहार_1,lunch_3,_lunch_n_1
24780,maXyAnwara+AhAra_1,मध्यान्तर+आहार_1,lunch_4,_lunch_n_1
24781,lazgadZa_1,लँगड़_1,lame_4,_lame_a_1
24782,paMgula_1,पंगुल_1,lame_5,_lame_a_1
24783,paMguka_1,पंगुक_1,lame_6,_lame_a_1
24784,pafgu_1,पङ्गु_1,lame_7,_lame_a_1
24785,pafgula_1,पङ्गुल_1,lame_8,_lame_a_1
24786,pafguka_1,पङ्गुक_1,lame_9,_lame_a_1
24787,paMgA_6,पंगा_6,lame_10,_lame_a_1
24788,vakrapAxa_1,वक्रपाद_1,lame_11,_lame_a_1
24789,lAzgala_3,लाँगल_3,anchor_1,_anchor_n_1
24790,lAMgala_3,लांगल_3,anchor_2,_anchor_n_1
24791,lAfgala_3,लाङ्गल_3,anchor_3,_anchor_n_1
24792,ariwra_2,अरित्र_2,anchor_4,_anchor_n_1
24793,kAmuka_6,कामुक_6,lewd_2,_lewd/JJ_u_unknown
24794,kAmI_7,कामी_7,lewd_3,_lewd/JJ_u_unknown
24795,vilAsI_8,विलासी_8,lewd_4,_lewd/JJ_u_unknown
24796,viRayI_8,विषयी_8,lewd_5,_lewd/JJ_u_unknown
24797,BogI_4,भोगी_4,lewd_6,_lewd/JJ_u_unknown
24798,kAmacArI_2,कामचारी_2,lewd_7,_lewd/JJ_u_unknown
24799,kAmakUta_3,कामकूट_3,lewd_8,_lewd/JJ_u_unknown
24800,vERayika_6,वैषयिक_6,lewd_9,_lewd/JJ_u_unknown
24801,anuka_2,अनुक_2,lewd_10,_lewd/JJ_u_unknown
24802,lampata_2,लम्पट_2,lewd_11,_lewd/JJ_u_unknown
24803,razgarAwA_2,रँगराता_2,lewd_12,_lewd/JJ_u_unknown
24804,aBika_2,अभिक_2,lewd_13,_lewd/JJ_u_unknown
24805,aBIka_6,अभीक_6,lewd_14,_lewd/JJ_u_unknown
24806,mannaWI_2,मन्नथी_2,lewd_15,_lewd/JJ_u_unknown
24807,iMxriyalolupa_2,इंद्रियलोलुप_2,lewd_16,_lewd/JJ_u_unknown
24808,inxriyalolupa_2,इन्द्रियलोलुप_2,lewd_17,_lewd/JJ_u_unknown
24809,ayaweMxriya_2,अयतेंद्रिय_2,lewd_18,_lewd/JJ_u_unknown
24810,ayawenxriya_2,अयतेन्द्रिय_2,lewd_19,_lewd/JJ_u_unknown
24811,nAgarIta_2,नागरीट_2,lewd_20,_lewd/JJ_u_unknown
24812,nAgavIta_2,नागवीट_2,lewd_21,_lewd/JJ_u_unknown
24813,rAgI_11,रागी_11,lewd_22,_lewd/JJ_u_unknown
24814,Xika_2,धिक_2,reproach_30,_reproach_n_of
24815,Xik_1,धिक्_1,reproach_31,_reproach_n_of
24816,asAvaXAna_5,असावधान_5,inattentive_5,_inattentive/JJ_u_unknown
24817,asajaga_1,असजग_1,inattentive_6,_inattentive/JJ_u_unknown
24818,anaciwa_2,अनचित_2,inattentive_7,_inattentive/JJ_u_unknown
24819,gZaPZalawI_1,ग़फ़लती_1,inattentive_8,_inattentive/JJ_u_unknown
24820,gaPalawI_1,गफलती_1,inattentive_9,_inattentive/JJ_u_unknown
24821,anavahiwa_2,अनवहित_2,inattentive_10,_inattentive/JJ_u_unknown
24822,anavaXAna_8,अनवधान_8,inattentive_11,_inattentive/JJ_u_unknown
24823,gAPila_2,गाफिल_2,inattentive_12,_inattentive/JJ_u_unknown
24824,gZAPZila_4,ग़ाफ़िल_4,inattentive_13,_inattentive/JJ_u_unknown
24825,lapsI_1,लप्सी_1,porridge_1,_porridge_n_1
24826,lapatA_2,लपटा_2,porridge_2,_porridge_n_1
24827,lapsikA_1,लप्सिका_1,porridge_3,_porridge_n_1
24828,lApasI_1,लापसी_1,porridge_4,_porridge_n_1
24829,prahelaka_1,प्रहेलक_1,porridge_5,_porridge_n_1
24830,praheNaka_1,प्रहेणक_1,porridge_6,_porridge_n_1
24831,PerA_23,फेरा_23,wind_32,_wind_n_1
24832,GumAva_7,घुमाव_7,wind_33,_wind_n_1
24833,Pera_36,फेर_36,wind_34,_wind_n_1
24834,avarwwa_3,अवर्त्त_3,wind_35,_wind_n_1
24835,avarwa_3,अवर्त_3,wind_36,_wind_n_1
24836,PirAva_9,फिराव_9,wind_37,_wind_n_1
24837,valana_5,वलन_5,wind_38,_wind_n_1
24838,GumAva_8,घुमाव_8,winding_9,_winding_n_1
24839,Pera_37,फेर_37,winding_10,_winding_n_1
24840,avarwwa_4,अवर्त्त_4,winding_11,_winding_n_1
24841,avarwa_4,अवर्त_4,winding_12,_winding_n_1
24842,PirAva_10,फिराव_10,winding_13,_winding_n_1
24843,valana_6,वलन_6,winding_14,_winding_n_1
24844,laPja_1,लफ्ज_1,word_15,_word_n_of
24845,AKara_5,आखर_5,word_16,_word_n_of
24846,varNAwmA_1,वर्णात्मा_1,word_17,_word_n_of
24847,varNAwmaka+Sabxa_1,वर्णात्मक+शब्द_1,word_18,_word_n_of
24848,murxA-Gara_1,मुर्दा-घर_1,mortuary_2,_mortuary/NN_u_unknown
24849,murxAGara_1,मुर्दाघर_1,mortuary_3,_mortuary/NN_u_unknown
24850,Savagqha_1,शवगृह_1,mortuary_4,_mortuary/NN_u_unknown
24851,SavakakRa_1,शवकक्ष_1,mortuary_5,_mortuary/NN_u_unknown
24852,Sava-gqha_1,शव-गृह_1,mortuary_6,_mortuary/NN_u_unknown
24853,Sava-kakRa_1,शव-कक्ष_1,mortuary_7,_mortuary/NN_u_unknown
24854,murxA+Gara_1,मुर्दा+घर_1,mortuary_8,_mortuary/NN_u_unknown
24855,muraxA+Gara_1,मुरदा+घर_1,mortuary_9,_mortuary/NN_u_unknown
24856,SavaSAlA_1,शवशाला_1,mortuary_10,_mortuary/NN_u_unknown
24857,lasaxAra_3,लसदार_3,glutinous_1,_glutinous_a_1
24858,cipacipA_6,चिपचिपा_6,glutinous_2,_glutinous_a_1
24859,picapicA_4,पिचपिचा_4,glutinous_3,_glutinous_a_1
24860,SyAna_4,श्यान_4,glutinous_4,_glutinous_a_1
24861,viskAsI_3,विस्कासी_3,glutinous_5,_glutinous_a_1
24862,SleRmI_4,श्लेष्मी_4,glutinous_6,_glutinous_a_1
24863,lesaxAra_4,लेसदार_4,glutinous_7,_glutinous_a_1
24864,jiletinI_3,जिलेटिनी_3,glutinous_8,_glutinous_a_1
24865,lasikA_2,लसिका_2,lymph_1,_lymph/NN_u_unknown
24866,alaka_2,अलक_2,ringlet_2,_ringlet/NN_u_unknown
24867,keSa-pASa_2,केश-पाश_2,ringlet_3,_ringlet/NN_u_unknown
24868,cikura-pASa_2,चिकुर-पाश_2,ringlet_4,_ringlet/NN_u_unknown
24869,lOYtarI_1,लॉटरी_1,lottery_1,_lottery_n_1
24870,ballA_7,बल्ला_7,log_8,_log_n_of
24871,kAMdA_1,कांडा_1,log_9,_log_n_of
24872,laTa_1,लठ_1,staff_13,_staff_n_of
24873,BOMrA_4,भौंरा_4,top_8,_top_n_1
24874,loMga_1,लोंग_1,clove_4,_clove/NN_u_unknown
24875,SrIsaMjFa_1,श्रीसंज्ञ_1,clove_5,_clove/NN_u_unknown
24876,rucira_10,रुचिर_10,clove_6,_clove/NN_u_unknown
24877,mAxana_1,मादन_1,clove_7,_clove/NN_u_unknown
24878,amarakusuma_1,अमरकुसुम_1,clove_8,_clove/NN_u_unknown
24879,supuRpa_1,सुपुष्प_1,clove_9,_clove/NN_u_unknown
24880,paxmA_2,पद्मा_2,clove_10,_clove/NN_u_unknown
24881,varAla_1,वराल_1,clove_11,_clove/NN_u_unknown
24882,varAlaka_1,वरालक_1,clove_12,_clove/NN_u_unknown
24883,woyaXipriya_1,तोयधिप्रिय_1,clove_13,_clove/NN_u_unknown
24884,wrixaSapuRpa_1,त्रिदशपुष्प_1,clove_14,_clove/NN_u_unknown
24885,caMxakapuRpa_1,चंदकपुष्प_1,clove_15,_clove/NN_u_unknown
24886,canxakapuRpa_1,चन्दकपुष्प_1,clove_16,_clove/NN_u_unknown
24887,paxmaguNA_1,पद्मगुणा_1,clove_17,_clove/NN_u_unknown
24888,wIkRNapuRpa_1,तीक्ष्णपुष्प_1,clove_18,_clove/NN_u_unknown
24889,paxmAlayA_1,पद्मालया_1,clove_19,_clove/NN_u_unknown
24890,rucirA_2,रुचिरा_2,clove_20,_clove/NN_u_unknown
24891,wrixaSapuwra_1,त्रिदशपुत्र_1,clove_21,_clove/NN_u_unknown
24892,SrIpuRpa_1,श्रीपुष्प_1,clove_22,_clove/NN_u_unknown
24893,SrIprasUna_1,श्रीप्रसून_1,clove_23,_clove/NN_u_unknown
24894,batuka_1,बटुक_1,clove_24,_clove/NN_u_unknown
24895,vatuka_4,वटुक_4,clove_25,_clove/NN_u_unknown
24896,xivya_16,दिव्य_16,clove_26,_clove/NN_u_unknown
24897,nUna_1,नून_1,salt_8,_salt_n_1
24898,patu_11,पटु_11,salt_9,_salt_n_1
24899,namakInI_3,नमकीनी_3,salinity_1,_salinity/NN_u_unknown
24900,lAvaNya_7,लावण्य_7,salinity_2,_salinity/NN_u_unknown
24901,kaccA+GI_1,कच्चा+घी_1,butter_3,_butter_n_1
24902,navanI_1,नवनी_1,butter_4,_butter_n_1
24903,nEnUz_1,नैनूँ_1,butter_5,_butter_n_1
24904,nEnU_1,नैनू_1,butter_6,_butter_n_1
24905,nayanU_1,नयनू_1,butter_7,_butter_n_1
24906,maskA_1,मस्का_1,butter_8,_butter_n_1
24907,neUna_1,नेऊन_1,butter_9,_butter_n_1
24908,snehana_2,स्नेहन_2,butter_10,_butter_n_1
24909,amqwasAra_2,अमृतसार_2,butter_11,_butter_n_1
24910,wanUnapAw_3,तनूनपात्_3,butter_12,_butter_n_1
24911,wanUnapAx_3,तनूनपाद्_3,butter_13,_butter_n_1
24912,KUbasUrawI_1,खूबसूरती_1,beauty_43,_beauty_n_1
24913,manoharawA_2,मनोहरता_2,beauty_44,_beauty_n_1
24914,mohakawA_1,मोहकता_1,beauty_45,_beauty_n_1
24915,cAruwA_3,चारुता_3,beauty_46,_beauty_n_1
24916,aBirAmawA_1,अभिरामता_1,beauty_47,_beauty_n_1
24917,maMjulawA_3,मंजुलता_3,beauty_48,_beauty_n_1
24918,AkarRakawA_1,आकर्षकता_1,beauty_49,_beauty_n_1
24919,lAliwya_9,लालित्य_9,beauty_50,_beauty_n_1
24920,kamanIyawA_1,कमनीयता_1,beauty_51,_beauty_n_1
24921,kAmyawA_2,काम्यता_2,beauty_52,_beauty_n_1
24922,suramyawA_1,सुरम्यता_1,beauty_53,_beauty_n_1
24923,salonApana_3,सलोनापन_3,beauty_54,_beauty_n_1
24924,manoharawAI_1,मनोहरताई_1,beauty_55,_beauty_n_1
24925,sORTava_7,सौष्ठव_7,beauty_56,_beauty_n_1
24926,nunAI_1,नुनाई_1,beauty_57,_beauty_n_1
24927,sOMxaryawA_1,सौंदर्यता_1,beauty_58,_beauty_n_1
24928,sOnxaryawA_1,सौन्दर्यता_1,beauty_59,_beauty_n_1
24929,vyuRti_8,व्युष्टि_8,beauty_60,_beauty_n_1
24930,lAwa+mAranA_1,लात+मारना_1,kick_15,_kick_n_1
24931,kika_1,किक_1,kick_16,_kick_n_1
24932,lawiyAnA_1,लतियाना_1,kick_17,_kick_n_1
24933,paxa+prahAra_1,पद+प्रहार_1,kick_18,_kick_n_1
24934,ballI_3,बल्ली_3,vine_2,_vine_n_1
24935,vallari_1,वल्लरि_1,vine_3,_vine_n_1
24936,vallarI_2,वल्लरी_2,vine_4,_vine_n_1
24937,vallI_2,वल्ली_2,vine_5,_vine_n_1
24938,vallikA_1,वल्लिका_1,vine_6,_vine_n_1
24939,valli_1,वल्लि_1,vine_7,_vine_n_1
24940,lawI_2,लती_2,vine_8,_vine_n_1
24941,vIruXa_3,वीरुध_3,vine_9,_vine_n_1
24942,vrawawi_2,व्रतति_2,vine_10,_vine_n_1
24943,skaMXA_1,स्कंधा_1,vine_11,_vine_n_1
24944,skanXA_1,स्कन्धा_1,vine_12,_vine_n_1
24945,SiPA_4,शिफा_4,vine_13,_vine_n_1
24946,velli_1,वेल्लि_1,vine_14,_vine_n_1
24947,vrawawI_1,व्रतती_1,vine_15,_vine_n_1
24948,laWa-paWa_1,लथ-पथ_1,soaked_5,_soak_v_cause
24949,sanA+huA_1,सना+हुआ_1,soaked_6,_soak_v_cause
24950,AklAMwa_1,आक्लांत_1,soaked_7,_soak_v_cause
24951,AklAnwa_1,आक्लान्त_1,soaked_8,_soak_v_cause
24952,laWa-paWa_2,लथ-पथ_2,drenched_3,_drench_v_1
24953,sanA+huA_2,सना+हुआ_2,drenched_4,_drench_v_1
24954,warabawara_3,तरबतर_3,drenched_5,_drench_v_1
24955,wara-bawara_2,तर-बतर_2,drenched_6,_drench_v_1
24956,AklAMwa_2,आक्लांत_2,drenched_7,_drench_v_1
24957,AklAnwa_2,आक्लान्त_2,drenched_8,_drench_v_1
24958,vilaya_8,विलय_8,fusion_1,_fusion_n_1
24959,vilayana_5,विलयन_5,fusion_2,_fusion_n_1
24960,vilInIkaraNa_1,विलीनीकरण_1,fusion_3,_fusion_n_1
24961,saMvilayana_1,संविलयन_1,fusion_4,_fusion_n_1
24962,kAbila_1,काबिल_1,able_5,_able_a_1
24963,samarWa_5,समर्थ_5,able_6,_able_a_1
24964,hunaramaMxa_3,हुनरमंद_3,able_7,_able_a_1
24965,hunaramanxa_2,हुनरमन्द_2,able_8,_able_a_1
24966,lAyaka_1,लायक_1,able_9,_able_a_1
24967,salIkemaMxa_1,सलीकेमंद_1,able_10,_able_a_1
24968,salIkZemaMxa_1,सलीक़ेमंद_1,able_11,_able_a_1
24969,salIkemanxa_1,सलीकेमन्द_1,able_12,_able_a_1
24970,salIkZemanxa_1,सलीक़ेमन्द_1,able_13,_able_a_1
24971,salIkZAmaMxa_1,सलीक़ामंद_1,able_14,_able_a_1
24972,salIkZAmanxa_1,सलीक़ामन्द_1,able_15,_able_a_1
24973,salIkAmaMxa_1,सलीकामंद_1,able_16,_able_a_1
24974,salIkAmanxa_1,सलीकामन्द_1,able_17,_able_a_1
24975,upayukwa_5,उपयुक्त_5,able_18,_able_a_1
24976,uxAwwa_5,उदात्त_5,able_19,_able_a_1
24977,aBijAwa_7,अभिजात_7,able_20,_able_a_1
24978,alam_3,अलम्_3,able_21,_able_a_1
24979,alaM_2,अलं_2,able_22,_able_a_1
24980,kAbila_2,काबिल_2,capable_4,_capable_a_of
24981,hunaramaMxa_4,हुनरमंद_4,capable_5,_capable_a_of
24982,hunaramanxa_3,हुनरमन्द_3,capable_6,_capable_a_of
24983,lAyaka_2,लायक_2,capable_7,_capable_a_of
24984,salIkemaMxa_2,सलीकेमंद_2,capable_8,_capable_a_of
24985,salIkZemaMxa_2,सलीक़ेमंद_2,capable_9,_capable_a_of
24986,salIkemanxa_2,सलीकेमन्द_2,capable_10,_capable_a_of
24987,salIkZemanxa_2,सलीक़ेमन्द_2,capable_11,_capable_a_of
24988,salIkZAmaMxa_2,सलीक़ामंद_2,capable_12,_capable_a_of
24989,salIkZAmanxa_2,सलीक़ामन्द_2,capable_13,_capable_a_of
24990,salIkAmaMxa_2,सलीकामंद_2,capable_14,_capable_a_of
24991,salIkAmanxa_2,सलीकामन्द_2,capable_15,_capable_a_of
24992,upayukwa_6,उपयुक्त_6,capable_16,_capable_a_of
24993,uxAwwa_6,उदात्त_6,capable_17,_capable_a_of
24994,aBijAwa_8,अभिजात_8,capable_18,_capable_a_of
24995,alam_4,अलम्_4,capable_19,_capable_a_of
24996,alaM_3,अलं_3,capable_20,_capable_a_of
24997,lazgadZAhata_1,लँगड़ाहट_1,limp_5,_limp_v_1
24998,lazgadZApana_1,लँगड़ापन_1,limp_6,_limp_v_1
24999,KarIxa_3,खरीद_3,take_1,_take_v_1
25000,KZarIxa_6,ख़रीद_6,take_2,_take_v_1
25001,kraya+kara_1,क्रय+कर_1,take_3,_take_v_1
25002,mola+le_1,मोल+ले_1,take_4,_take_v_1
25003,apanA_4,अपना_4,take_5,_take_v_1
25004,svIkAra+kara_10,स्वीकार+कर_10,take_6,_take_v_1
25005,svIkAra_13,स्वीकार_13,take_7,_take_v_1
25006,grahaNa+kara_4,ग्रहण+कर_4,take_8,_take_v_1
25007,pA_12,पा_12,take_9,_take_v_1
25008,prApwa+kara_6,प्राप्त+कर_6,take_10,_take_v_1
25009,XAraNa+kara_5,धारण+कर_5,take_11,_take_v_1
25010,hAsila+kara_3,हासिल+कर_3,take_12,_take_v_1
25011,pakadZa_8,पकड़_8,take_13,_take_v_1
25012,grahaNa+kara_5,ग्रहण+कर_5,accept_10,_accept_v_1
25013,prApwa+kara_7,प्राप्त+कर_7,accept_11,_accept_v_1
25014,XAraNa+kara_6,धारण+कर_6,accept_12,_accept_v_1
25015,hAsila+kara_4,हासिल+कर_4,accept_13,_accept_v_1
25016,lEba_1,लैब_1,laboratory_3,_laboratory_n_1
25017,lEboretarI_1,लैबोरेटरी_1,laboratory_4,_laboratory_n_1
25018,lejZara_1,लेज़र_1,laser_1,_laser_n_1
25019,lEjZara_1,लैज़र_1,laser_2,_laser_n_1
25020,lEjara_1,लैजर_1,laser_3,_laser_n_1
25021,lesara_1,लेसर_1,laser_4,_laser_n_1
25022,lAita+emplipikeSana+bAi+stimyuletida+imiSana+OYPa+redieSana_1,लाइट+एम्प्लिपिकेशन+बाइ+स्टिम्युलेटिड+इमिशन+ऑफ+रेडिएशन_1,laser_5,_laser_n_1
25023,rikOYrda+buka_1,रिकॉर्ड+बुक_1,record_15,_record_n_of
25024,rikArda+buka_1,रिकार्ड+बुक_1,record_16,_record_n_of
25025,rekArda+buka_1,रेकार्ड+बुक_1,record_17,_record_n_of
25026,rekOYrda+buka_1,रेकॉर्ड+बुक_1,record_18,_record_n_of
25027,leKA+puswaka_2,लेखा+पुस्तक_2,record_19,_record_n_of
25028,akRara_6,अक्षर_6,writing_18,nominalization
25029,AKara_6,आखर_6,writing_19,nominalization
25030,akRara_7,अक्षर_7,writing_20,_write_v_to
25031,AKara_7,आखर_7,writing_21,_write_v_to
25032,akRarajIvI_1,अक्षरजीवी_1,writer_15,_writer_n_of
25033,kZalamakAra_1,क़लमकार_1,writer_16,_writer_n_of
25034,kZalamajIvI_1,क़लमजीवी_1,writer_17,_writer_n_of
25035,akRarajIvaka_1,अक्षरजीवक_1,writer_18,_writer_n_of
25036,musanniPa_1,मुसन्निफ_1,writer_19,_writer_n_of
25037,masipaNya_1,मसिपण्य_1,writer_20,_writer_n_of
25038,voraka_1,वोरक_1,writer_21,_writer_n_of
25039,akRarajIvI_2,अक्षरजीवी_2,author_4,_author_n_of
25040,kZalamakAra_2,क़लमकार_2,author_5,_author_n_of
25041,kZalamajIvI_2,क़लमजीवी_2,author_6,_author_n_of
25042,akRarajIvaka_2,अक्षरजीवक_2,author_7,_author_n_of
25043,kAwiba_5,कातिब_5,author_8,_author_n_of
25044,musanniPZa_2,मुसन्निफ़_2,author_9,_author_n_of
25045,musanniPa_2,मुसन्निफ_2,author_10,_author_n_of
25046,masipaNya_2,मसिपण्य_2,author_11,_author_n_of
25047,voraka_2,वोरक_2,author_12,_author_n_of
25048,gaNaka_4,गणक_4,accountant_3,_accountant_n_1
25049,leKAkarmI_1,लेखाकर्मी_1,accountant_4,_accountant_n_1
25050,ekAunteMta_1,एकाउन्टेंट_1,accountant_5,_accountant_n_1
25051,hisAbiyA_5,हिसाबिया_5,accountant_6,_accountant_n_1
25052,muhAsiba_1,मुहासिब_1,accountant_7,_accountant_n_1
25053,akAuMteMta_1,अकाउंटेंट_1,accountant_8,_accountant_n_1
25054,akAuntenta_1,अकाउन्टेन्ट_1,accountant_9,_accountant_n_1
25055,AKyAna_13,आख्यान_13,lecture_4,_lecture_n_1
25056,aBiBARaNa_1,अभिभाषण_1,lecture_5,_lecture_n_1
25057,vyAKyAna+xAwA_1,व्याख्यान+दाता_1,lecturer_3,_lecturer_n_1
25058,AKyAwA_2,आख्याता_2,lecturer_4,_lecturer_n_1
25059,rIdara_2,रीडर_2,lecturer_5,_lecturer_n_1
25060,liMgIya_1,लिंगीय_1,sexual_2,_sexual_a_1
25061,lEMga_1,लैंग_1,sexual_3,_sexual_a_1
25062,lEmpa_1,लैम्प_1,lamp_8,_lamp_n_1
25063,vIkRa_1,वीक्ष_1,lens_1,_lens_n_1
25064,lEMsa_1,लैंस_1,lens_2,_lens_n_1
25065,lEnsa_1,लैन्स_1,lens_3,_lens_n_1
25066,wejojala_1,तेजोजल_1,lens_4,_lens_n_1
25067,lena+xena_1,लेन+देन_1,dealings_6,_dealings_n_1
25068,trAMjEkSana_1,ट्रांजैक्शन_1,dealings_7,_dealings_n_1
25069,lena-xena_4,लेन-देन_4,transaction_3,_transaction_n_1
25070,lena+xena_2,लेन+देन_2,transaction_4,_transaction_n_1
25071,trAMjEkSana_2,ट्रांजैक्शन_2,transaction_5,_transaction_n_1
25072,Alepa_3,आलेप_3,coat_4,_coat_n_of
25073,pralepa_4,प्रलेप_4,coat_5,_coat_n_of
25074,kotiMga_1,कोटिंग_1,coat_6,_coat_n_of
25075,anulepana_3,अनुलेपन_3,coating_2,_coating_n_of
25076,avalepana_3,अवलेपन_3,coating_3,_coating_n_of
25077,Alepana_4,आलेपन_4,coating_4,_coating_n_of
25078,lipi_7,लिपि_7,coating_5,_coating_n_of
25079,lePtinenta_1,लेफ्टिनेन्ट_1,lieutenant_4,_lieutenant_n_1
25080,lePZtinenta_1,लेफ़्टिनेन्ट_1,lieutenant_5,_lieutenant_n_1
25081,lePtinEMta_1,लेफ्टिनैंट_1,lieutenant_6,_lieutenant_n_1
25082,lePtinEnta_1,लेफ्टिनैन्ट_1,lieutenant_7,_lieutenant_n_1
25083,pOMDZa_1,पौंढ़_1,lie_3,_lie_v_2
25084,lEtina+BARA_1,लैटिन+भाषा_1,Latin_1,named
25085,lAwina_1,लातिन_1,Latin_2,named
25086,lAwina+BARA_1,लातिन+भाषा_1,Latin_3,named
25087,lAwinI_1,लातिनी_1,Latin_4,named
25088,letina_1,लेटिन_1,Latin_5,named
25089,XyAna_10,ध्यान_10,regard_21,_regard_n_1
25090,KayAla_6,खयाल_6,regard_22,_regard_n_1
25091,KZayAla_7,ख़याल_7,regard_23,_regard_n_1
25092,KZyAla_6,ख़्याल_6,regard_24,_regard_n_1
25093,KyAla_7,ख्याल_7,regard_25,_regard_n_1
25094,paravAha_5,परवाह_5,regard_26,_regard_n_1
25095,lihAja_4,लिहाज_4,regard_27,_regard_n_1
25096,wavajjoha_1,तवज्जोह_1,regard_28,_regard_n_1
25097,wavajjo_3,तवज्जो_3,regard_29,_regard_n_1
25098,wavajjaha_3,तवज्जह_3,regard_30,_regard_n_1
25099,mulAhajZA_1,मुलाहज़ा_1,regard_31,_regard_n_1
25100,mulAhijZA_1,मुलाहिज़ा_1,regard_32,_regard_n_1
25101,mulAhajA_1,मुलाहजा_1,regard_33,_regard_n_1
25102,mulAhijA_1,मुलाहिजा_1,regard_34,_regard_n_1
25103,sammAna_8,सम्मान_8,regard_35,_regard_n_1
25104,Axara_6,आदर_6,regard_36,_regard_n_1
25105,ijZjZawa_4,इज़्ज़त_4,regard_37,_regard_n_1
25106,ijjawa_4,इज्जत_4,regard_38,_regard_n_1
25107,KZAwira_5,ख़ातिर_5,regard_39,_regard_n_1
25108,sawkAra_5,सत्कार_5,regard_40,_regard_n_1
25109,KAwira_3,खातिर_3,regard_41,_regard_n_1
25110,kaxra_3,कद्र_3,regard_42,_regard_n_1
25111,kZaxara_6,क़दर_6,regard_43,_regard_n_1
25112,kaxara_3,कदर_3,regard_44,_regard_n_1
25113,aBinaMxana_8,अभिनंदन_8,regard_45,_regard_n_1
25114,aBinanxana_4,अभिनन्दन_4,regard_46,_regard_n_1
25115,aBimawi_7,अभिमति_7,regard_47,_regard_n_1
25116,arhaNa_4,अर्हण_4,regard_48,_regard_n_1
25117,ikarAma_4,इकराम_4,regard_49,_regard_n_1
25118,lihAPa_1,लिहाफ_1,quilt_8,_quilt_n_1
25119,lipibaxXa+kara_2,लिपिबद्ध+कर_2,write_6,_write_v_to
25120,avareva_1,अवरेव_1,write_7,_write_v_to
25121,uKela_1,उखेल_1,write_8,_write_v_to
25122,raca_17,रच_17,write_9,_write_v_to
25123,aMkiwa+kara_2,अंकित+कर_2,write_10,_write_v_to
25124,xarja+kara_4,दर्ज+कर_4,write_11,_write_v_to
25125,xarjZa+kara_1,दर्ज़+कर_1,write_12,_write_v_to
25126,cihniwa+kara_1,चिह्नित+कर_1,write_13,_write_v_to
25127,niSAna+lagA_1,निशान+लगा_1,write_14,_write_v_to
25128,xAga_7,दाग_7,write_15,_write_v_to
25129,xAgZa_11,दाग़_11,write_16,_write_v_to
25130,tIpa_17,टीप_17,write_17,_write_v_to
25131,liKavA_1,लिखवा_1,dictate_2,_dictate_v_to
25132,lipibaxXana_1,लिपिबद्धन_1,writing_22,nominalization
25133,lipinyAsa_1,लिपिन्यास_1,writing_23,nominalization
25134,aMkana_12,अंकन_12,writing_24,nominalization
25135,liKanA_1,लिखना_1,writing_25,nominalization
25136,lipibaxXana_2,लिपिबद्धन_2,writing_26,_write_v_to
25137,lipinyAsa_2,लिपिन्यास_2,writing_27,_write_v_to
25138,aMkana_13,अंकन_13,writing_28,_write_v_to
25139,liKa_12,लिख_12,writing_29,_write_v_to
25140,laMda_2,लंड_2,phallus_1,_phallus/NN_u_unknown
25141,laNda_2,लण्ड_2,phallus_2,_phallus/NN_u_unknown
25142,puruRa+jananeMxriya_2,पुरुष+जननेंद्रिय_2,phallus_3,_phallus/NN_u_unknown
25143,puruRa+jananenxriya_2,पुरुष+जननेन्द्रिय_2,phallus_4,_phallus/NN_u_unknown
25144,iMxriya_6,इंद्रिय_6,phallus_5,_phallus/NN_u_unknown
25145,puruReMxriya_2,पुरुषेंद्रिय_2,phallus_6,_phallus/NN_u_unknown
25146,liMgenxriya_2,लिंगेन्द्रिय_2,phallus_7,_phallus/NN_u_unknown
25147,lAdZa_7,लाड़_7,phallus_8,_phallus/NN_u_unknown
25148,lAzdZa_2,लाँड़_2,phallus_9,_phallus/NN_u_unknown
25149,inxriya_7,इन्द्रिय_7,phallus_10,_phallus/NN_u_unknown
25150,iMxrI_4,इंद्री_4,phallus_11,_phallus/NN_u_unknown
25151,inxrI_4,इन्द्री_4,phallus_12,_phallus/NN_u_unknown
25152,kAmAyuXa_3,कामायुध_3,phallus_13,_phallus/NN_u_unknown
25153,rawisAXana_2,रतिसाधन_2,phallus_14,_phallus/NN_u_unknown
25154,lAzgUla_3,लाँगूल_3,phallus_15,_phallus/NN_u_unknown
25155,lAzgala_4,लाँगल_4,phallus_16,_phallus/NN_u_unknown
