,conc_label_wx,conc_label_utf,conc_in_eng,mrs_conc
417,rAswabAjZa_1,रास्तबाज़_1,innocent_23,_innocent_a_1
418,mugXamawi_1,मुग्धमति_1,innocent_24,_innocent_a_1
419,avakra_1,अवक्र_1,innocent_25,_innocent_a_1
420,asayAnA_1,असयाना_1,innocent_26,_innocent_a_1
421,udZanaPAKawA_1,उड़नफाखता_1,innocent_27,_innocent_a_1
422,udZanaPAKwA_1,उड़नफाख्ता_1,innocent_28,_innocent_a_1
423,sAPa_3,साफ_3,innocent_29,_innocent_a_1
424,sAPZa_15,साफ़_15,innocent_30,_innocent_a_1
425,nirvyAja_6,निर्व्याज_6,innocent_31,_innocent_a_1
426,bAla_17,बाल_17,ignorant_14,_ignorant_a_of
427,nAsamaJa_5,नासमझ_5,ignorant_15,_ignorant_a_of
428,anaboXya_1,अनबोध्य_1,incomprehensible_5,_incomprehensible_a_1
429,aboXanIya_2,अबोधनीय_2,incomprehensible_6,_incomprehensible_a_1
430,aMbara_9,अंबर_9,cloud_11,_cloud_n_of
431,ambara_2,अम्बर_2,cloud_12,_cloud_n_of
432,ambuXara_1,अम्बुधर_1,cloud_13,_cloud_n_of
433,uxaXi_3,उदधि_3,cloud_14,_cloud_n_of
434,aMBoXara_1,अंभोधर_1,cloud_15,_cloud_n_of
435,amBoXara_1,अम्भोधर_1,cloud_16,_cloud_n_of
436,meha_6,मेह_6,cloud_17,_cloud_n_of
437,nAga_4,नाग_4,cloud_18,_cloud_n_of
438,ambuxa_1,अम्बुद_1,cloud_19,_cloud_n_of
439,XArAXara_1,धाराधर_1,cloud_20,_cloud_n_of
440,wadZixgarBa_1,तड़िद्गर्भ_1,cloud_21,_cloud_n_of
441,wadZiwvAn_1,तड़ित्वान्_1,cloud_22,_cloud_n_of
442,wadZiwvawa_1,तड़ित्वत_1,cloud_23,_cloud_n_of
443,wadZiwpawi_1,तड़ित्पति_1,cloud_24,_cloud_n_of
444,seMcaka_1,सेंचक_1,cloud_25,_cloud_n_of
445,secaka_1,सेचक_1,cloud_26,_cloud_n_of
446,pAWoXara_1,पाथोधर_1,cloud_27,_cloud_n_of
447,naxanu_1,नदनु_1,cloud_28,_cloud_n_of
448,mawaMga_2,मतंग_2,cloud_29,_cloud_n_of
449,xAwyUha_1,दात्यूह_1,cloud_30,_cloud_n_of
450,varRakara_1,वर्षकर_1,cloud_31,_cloud_n_of
451,Bava_6,भव_6,cloud_32,_cloud_n_of
452,rEvawa_1,रैवत_1,cloud_33,_cloud_n_of
453,pAWoxa_1,पाथोद_1,cloud_34,_cloud_n_of
454,pAWoxara_1,पाथोदर_1,cloud_35,_cloud_n_of
455,woyaXara_1,तोयधर_1,cloud_36,_cloud_n_of
456,woyaXAra_1,तोयधार_1,cloud_37,_cloud_n_of
457,mawaMgaja_1,मतंगज_1,cloud_38,_cloud_n_of
458,woyamuca_1,तोयमुच_1,cloud_39,_cloud_n_of
459,rajalavAha_1,रजलवाह_1,cloud_40,_cloud_n_of
460,vAwaXvaja_1,वातध्वज_1,cloud_41,_cloud_n_of
461,SvewanIla_1,श्वेतनील_1,cloud_42,_cloud_n_of
462,SvewamAla_1,श्वेतमाल_1,cloud_43,_cloud_n_of
463,vqRNi_1,वृष्णि_1,cloud_44,_cloud_n_of
464,SAraxa_7,शारद_7,cloud_45,_cloud_n_of
465,payojanmA_1,पयोजन्मा_1,cloud_46,_cloud_n_of
466,naBaXuja_1,नभधुज_1,cloud_47,_cloud_n_of
467,naBaXvaja_1,नभध्वज_1,cloud_48,_cloud_n_of
468,naBogaja_1,नभोगज_1,cloud_49,_cloud_n_of
469,naBoxvIpa_1,नभोद्वीप_1,cloud_50,_cloud_n_of
470,naBoXUma_1,नभोधूम_1,cloud_51,_cloud_n_of
471,naBoXvaja_1,नभोध्वज_1,cloud_52,_cloud_n_of
472,naBoxuha_1,नभोदुह_1,cloud_53,_cloud_n_of
473,mecaka_5,मेचक_5,cloud_54,_cloud_n_of
474,varRAbIja_1,वर्षाबीज_1,cloud_55,_cloud_n_of
475,sawri_1,सत्रि_1,cloud_56,_cloud_n_of
476,arNoxa_1,अर्णोद_1,cloud_57,_cloud_n_of
477,arbuxa_1,अर्बुद_1,cloud_58,_cloud_n_of
478,Xvasani_1,ध्वसनि_1,cloud_59,_cloud_n_of
479,jalavAha_1,जलवाह_1,cloud_60,_cloud_n_of
480,jalamasi_1,जलमसि_1,cloud_61,_cloud_n_of
481,vAwaraWa_1,वातरथ_1,cloud_62,_cloud_n_of
482,SakravAhana_1,शक्रवाहन_1,cloud_63,_cloud_n_of
483,cAwakananxana_1,चातकनन्दन_1,cloud_64,_cloud_n_of
484,cAwakanaMxana_1,चातकनंदन_1,cloud_65,_cloud_n_of
485,aSma_1,अश्म_1,cloud_66,_cloud_n_of
486,mahAnAxa_1,महानाद_1,cloud_67,_cloud_n_of
487,valAhaka_1,वलाहक_1,cloud_68,_cloud_n_of
488,nIlaBa_1,नीलभ_1,cloud_69,_cloud_n_of
489,wokma_1,तोक्म_1,cloud_70,_cloud_n_of
490,varRukAnaMxa_1,वर्षुकानंद_1,cloud_71,_cloud_n_of
491,varRukAnanxa_1,वर्षुकानन्द_1,cloud_72,_cloud_n_of
492,varRukAMbuja_1,वर्षुकांबुज_1,cloud_73,_cloud_n_of
493,varRukAmbuja_1,वर्षुकाम्बुज_1,cloud_74,_cloud_n_of
494,XArAvara_1,धारावर_1,cloud_75,_cloud_n_of
495,iMxra_1,इंद्र_1,cloud_76,_cloud_n_of
496,inxra_1,इन्द्र_1,cloud_77,_cloud_n_of
497,XUmayoni_1,धूमयोनि_1,cloud_78,_cloud_n_of
498,vihaMga_2,विहंग_2,cloud_79,_cloud_n_of
499,suxAmA_1,सुदामा_1,cloud_80,_cloud_n_of
500,suxAma_1,सुदाम_1,cloud_81,_cloud_n_of
501,suxAmana_1,सुदामन_1,cloud_82,_cloud_n_of
502,nAiswamAlaSuxA_1,नाइस्तमालशुदा_1,unused_1,_unused_a_1
503,nAiswemAlaSuxA_1,नाइस्तेमालशुदा_1,unused_2,_unused_a_1
504,anupaBukwa_1,अनुपभुक्त_1,unused_3,_unused_a_1
505,aparAmqRta_1,अपरामृष्ट_1,unused_4,_unused_a_1
506,alaMkqwa_4,अलंकृत_4,ornamented_3,_ornamented_a_1
507,sajA_6,सजा_6,ornamented_4,_ornamented_a_1
508,sajA+huA_1,सजा+हुआ_1,ornamented_5,_ornamented_a_1
509,sajjiwa_8,सज्जित_8,ornamented_6,_ornamented_a_1
510,susajjiwa_2,सुसज्जित_2,ornamented_7,_ornamented_a_1
511,suSoBiwa_8,सुशोभित_8,ornamented_8,_ornamented_a_1
512,BURiwa_4,भूषित_4,ornamented_9,_ornamented_a_1
513,alaMkArika_2,अलंकारिक_2,ornamented_10,_ornamented_a_1
514,alaMkArapUrNa_1,अलंकारपूर्ण_1,ornamented_11,_ornamented_a_1
515,laka-xaka_1,लक-दक_1,ornamented_12,_ornamented_a_1
516,lakaxaka_1,लकदक_1,ornamented_13,_ornamented_a_1
517,aBilamaMdiwa_1,अभिलमंडित_1,ornamented_14,_ornamented_a_1
518,aBilamaNdiwa_1,अभिलमण्डित_1,ornamented_15,_ornamented_a_1
519,alafkqwa_1,अलङ्कृत_1,ornamented_16,_ornamented_a_1
520,ABariwa_1,आभरित_1,ornamented_17,_ornamented_a_1
521,alaMkiwa_1,अलंकित_1,ornamented_18,_ornamented_a_1
522,alafkiwa_1,अलङ्कित_1,ornamented_19,_ornamented_a_1
523,avawaMsiwa_1,अवतंसित_1,ornamented_20,_ornamented_a_1
524,alaMkqwa_5,अलंकृत_5,embellished_5,_embellish_v_1
525,sajA_7,सजा_7,embellished_6,_embellish_v_1
526,sajA+huA_2,सजा+हुआ_2,embellished_7,_embellish_v_1
527,susajjiwa_3,सुसज्जित_3,embellished_8,_embellish_v_1
528,alaMkArika_3,अलंकारिक_3,embellished_9,_embellish_v_1
529,alaMkArapUrNa_2,अलंकारपूर्ण_2,embellished_10,_embellish_v_1
530,laka-xaka_2,लक-दक_2,embellished_11,_embellish_v_1
531,lakaxaka_2,लकदक_2,embellished_12,_embellish_v_1
532,aBilamaMdiwa_2,अभिलमंडित_2,embellished_13,_embellish_v_1
533,aBilamaNdiwa_2,अभिलमण्डित_2,embellished_14,_embellish_v_1
534,alafkqwa_2,अलङ्कृत_2,embellished_15,_embellish_v_1
535,ABariwa_2,आभरित_2,embellished_16,_embellish_v_1
536,alaMkiwa_2,अलंकित_2,embellished_17,_embellish_v_1
537,alafkiwa_2,अलङ्कित_2,embellished_18,_embellish_v_1
538,avawaMsiwa_2,अवतंसित_2,embellished_19,_embellish_v_1
539,aleKI_1,अलेखी_1,unprecedented_4,_unprecedented_a_1
540,SAraxa_8,शारद_8,year_1,_year_n_1
541,sinXu_1,सिन्धु_1,sea_4,_sea_n_of
542,aMbuXi_1,अंबुधि_1,sea_5,_sea_n_of
543,ambuXi_1,अम्बुधि_1,sea_6,_sea_n_of
544,woyaniXi_1,तोयनिधि_1,sea_7,_sea_n_of
545,jalaXi_2,जलधि_2,sea_8,_sea_n_of
546,jalaniXi_1,जलनिधि_1,sea_9,_sea_n_of
547,samunxara_1,समुन्दर_1,sea_10,_sea_n_of
548,samuMxara_1,समुंदर_1,sea_11,_sea_n_of
549,samanxara_1,समन्दर_1,sea_12,_sea_n_of
550,rawnAkara_2,रत्नाकर_2,sea_13,_sea_n_of
551,wimikoSa_1,तिमिकोश_1,sea_14,_sea_n_of
552,apAMnAWa_1,अपांनाथ_1,sea_15,_sea_n_of
553,apAMniXi_1,अपांनिधि_1,sea_16,_sea_n_of
554,apAMpawi_1,अपांपति_1,sea_17,_sea_n_of
555,jalapawi_1,जलपति_1,sea_18,_sea_n_of
556,vArIMxra_1,वारींद्र_1,sea_19,_sea_n_of
557,vArInxra_1,वारीन्द्र_1,sea_20,_sea_n_of
558,vArirASi_1,वारिराशि_1,sea_21,_sea_n_of
559,vArISa_1,वारीश_1,sea_22,_sea_n_of
560,pAWoXi_1,पाथोधि_1,sea_23,_sea_n_of
561,magaraXara_1,मगरधर_1,sea_24,_sea_n_of
562,abiMXana_1,अबिंधन_1,sea_25,_sea_n_of
563,abinXana_1,अबिन्धन_1,sea_26,_sea_n_of
564,naxIpawi_1,नदीपति_1,sea_27,_sea_n_of
565,naxIkAMwa_1,नदीकांत_1,sea_28,_sea_n_of
566,naxIkAnwa_1,नदीकान्त_1,sea_29,_sea_n_of
567,naxarAja_1,नदराज_1,sea_30,_sea_n_of
568,naxIna_1,नदीन_1,sea_31,_sea_n_of
569,woyaXi_1,तोयधि_1,sea_32,_sea_n_of
570,naxIBallAwaka_1,नदीभल्लातक_1,sea_33,_sea_n_of
571,JaRanikewa_1,झषनिकेत_1,sea_34,_sea_n_of
572,woyarAja_1,तोयराज_1,sea_35,_sea_n_of
573,woyarASi_1,तोयराशि_1,sea_36,_sea_n_of
574,pAWoniXi_1,पाथोनिधि_1,sea_37,_sea_n_of
575,amIniXi_1,अमीनिधि_1,sea_38,_sea_n_of
576,pAWi_1,पाथि_1,sea_39,_sea_n_of
577,SuxXoxa_1,शुद्धोद_1,sea_40,_sea_n_of
578,payoXara_2,पयोधर_2,sea_41,_sea_n_of
579,wIvara_1,तीवर_1,sea_42,_sea_n_of
580,waraMwa_1,तरंत_1,sea_43,_sea_n_of
581,waranwa_1,तरन्त_1,sea_44,_sea_n_of
582,jaleSa_1,जलेश_1,sea_45,_sea_n_of
583,jaleSvara_1,जलेश्वर_1,sea_46,_sea_n_of
584,avaXimAna_1,अवधिमान_1,sea_47,_sea_n_of
585,avArapAra_1,अवारपार_1,sea_48,_sea_n_of
586,rawnagarBa_1,रत्नगर्भ_1,sea_49,_sea_n_of
587,lakRmI-wAwa_1,लक्ष्मी-तात_1,sea_50,_sea_n_of
588,woyAlaya_1,तोयालय_1,sea_51,_sea_n_of
589,aviRa_2,अविष_2,sea_52,_sea_n_of
590,parAMgava_1,परांगव_1,sea_53,_sea_n_of
591,makarAMka_1,मकरांक_1,sea_54,_sea_n_of
592,makaraXvaja_1,मकरध्वज_1,sea_55,_sea_n_of
593,makarAlaya_1,मकरालय_1,sea_56,_sea_n_of
594,makarAvAsa_1,मकरावास_1,sea_57,_sea_n_of
595,yAxaISa_1,यादईश_1,sea_58,_sea_n_of
596,pAWanAWa_1,पाथनाथ_1,sea_59,_sea_n_of
597,pAWaniXi_1,पाथनिधि_1,sea_60,_sea_n_of
598,varuNAlaya_1,वरुणालय_1,sea_61,_sea_n_of
599,varuNavAsa_1,वरुणवास_1,sea_62,_sea_n_of
600,aXiraWI_1,अधिरथी_1,sea_63,_sea_n_of
601,yAxaHpawi_1,यादःपति_1,sea_64,_sea_n_of
602,varuNoxa_1,वरुणोद_1,sea_65,_sea_n_of
603,salilapawi_1,सलिलपति_1,sea_66,_sea_n_of
604,salilarAja_1,सलिलराज_1,sea_67,_sea_n_of
605,suxAmA_2,सुदामा_2,sea_68,_sea_n_of
606,suxAma_2,सुदाम_2,sea_69,_sea_n_of
607,suxAmana_2,सुदामन_2,sea_70,_sea_n_of
608,sAliyAnA_1,सालियाना_1,yearly_2,_yearly_a_1
609,sAMvawsarika_2,सांवत्सरिक_2,yearly_3,_yearly_a_1
610,sAliyAnA_2,सालियाना_2,annual_5,_annual_a_1
611,AgaMwuka_5,आगंतुक_5,guest_4,_guest_n_of
612,Aganwuka_2,आगन्तुक_2,guest_5,_guest_n_of
613,Agawa_4,आगत_4,guest_6,_guest_n_of
614,samAgawa_9,समागत_9,guest_7,_guest_n_of
615,saMcArI_4,संचारी_4,guest_8,_guest_n_of
616,saFcArI_1,सञ्चारी_1,guest_9,_guest_n_of
617,prAGUrNa_1,प्राघूर्ण_1,guest_10,_guest_n_of
618,prAGUrNika_1,प्राघूर्णिक_1,guest_11,_guest_n_of
619,prAGUNika_1,प्राघूणिक_1,guest_12,_guest_n_of
620,anxarUnI_2,अन्दरूनी_2,internal_12,_internal_a_1
621,aMwasWa_1,अंतस्थ_1,internal_13,_internal_a_1
622,anwasWa_1,अन्तस्थ_1,internal_14,_internal_a_1
623,aMwasWiwi_1,अंतस्थिति_1,internal_15,_internal_a_1
624,anwasWiwi_1,अन्तस्थिति_1,internal_16,_internal_a_1
625,anwarvarwI_1,अन्तर्वर्ती_1,internal_17,_internal_a_1
626,aMwarvarwI_8,अंतर्वर्ती_8,internal_18,_internal_a_1
627,aMwariwa_8,अंतरित_8,internal_19,_internal_a_1
628,anwariwa_1,अन्तरित_1,internal_20,_internal_a_1
629,abAhya_1,अबाह्य_1,internal_21,_internal_a_1
630,AByaMwara_1,आभ्यंतर_1,internal_22,_internal_a_1
631,AByanwara_1,आभ्यन्तर_1,internal_23,_internal_a_1
632,AByanwarika_1,आभ्यन्तरिक_1,internal_24,_internal_a_1
633,aMwarIya_1,अंतरीय_1,internal_25,_internal_a_1
634,anwarIya_1,अन्तरीय_1,internal_26,_internal_a_1
635,aMwaH_2,अंतः_2,internal_27,_internal_a_1
636,anwaH_1,अन्तः_1,internal_28,_internal_a_1
637,anwaraMga_2,अन्तरंग_2,internal_29,_internal_a_1
638,prArWI_4,प्रार्थी_4,suppliant_1,_suppliant/NN_u_unknown
639,nivexaka_3,निवेदक_3,suppliant_2,_suppliant/NN_u_unknown
640,prArWanA+karwA_1,प्रार्थना+कर्ता_1,suppliant_3,_suppliant/NN_u_unknown
641,PariyAxI_1,फरियादी_1,suppliant_4,_suppliant/NN_u_unknown
642,yAcI_1,याची_1,suppliant_5,_suppliant/NN_u_unknown
643,arWika_2,अर्थिक_2,suppliant_6,_suppliant/NN_u_unknown
644,ummexavAra_1,उम्मेदवार_1,candidate_1,_candidate_n_1
645,riyAja_1,रियाज_1,practice_22,_practice_n_of
646,maSka_1,मश्क_1,practice_23,_practice_n_of
647,AmnAya_1,आम्नाय_1,practice_24,_practice_n_of
648,riyAja_2,रियाज_2,exercise_3,_exercise_n_1
649,maSka_2,मश्क_2,exercise_4,_exercise_n_1
650,AmnAya_2,आम्नाय_2,exercise_5,_exercise_n_1
651,prEktisa_2,प्रैक्टिस_2,exercise_6,_exercise_n_1
652,aByasiwa_1,अभ्यसित_1,accustomed_1,_accustom_v_to
653,uTanA_2,उठना_2,rise_30,_rise_n_1
654,sWira_26,स्थिर_26,immovable_5,_immovable_a_1
655,Wira_12,थिर_12,immovable_6,_immovable_a_1
656,xqDZa_3,दृढ़_3,immovable_7,_immovable_a_1
657,avicala_11,अविचल_11,immovable_8,_immovable_a_1
658,gawihIna_2,गतिहीन_2,immovable_9,_immovable_a_1
659,avicaliwa_1,अविचलित_1,immovable_10,_immovable_a_1
660,atala_6,अटल_6,immovable_11,_immovable_a_1
661,adola_1,अडोल_1,immovable_12,_immovable_a_1
662,anapAyI_1,अनपायी_1,immovable_13,_immovable_a_1
663,anapAya_3,अनपाय_3,immovable_14,_immovable_a_1
664,alola_4,अलोल_4,immovable_15,_immovable_a_1
665,KadZA_13,खड़ा_13,immovable_16,_immovable_a_1
666,kAyama_1,कायम_1,immovable_17,_immovable_a_1
667,sWAvara_5,स्थावर_5,motionless_5,_motionless_a_1
668,gawihIna_3,गतिहीन_3,motionless_6,_motionless_a_1
669,acara_4,अचर_4,motionless_7,_motionless_a_1
670,niScala_9,निश्चल_9,motionless_8,_motionless_a_1
671,KadZA_14,खड़ा_14,motionless_9,_motionless_a_1
672,kAyama_2,कायम_2,motionless_10,_motionless_a_1
673,Wira_13,थिर_13,motionless_11,_motionless_a_1
674,adola_2,अडोल_2,motionless_12,_motionless_a_1
675,agawika_1,अगतिक_1,motionless_13,_motionless_a_1
676,aga_3,अग_3,motionless_14,_motionless_a_1
677,avicaliwa_2,अविचलित_2,motionless_15,_motionless_a_1
678,anapAyI_2,अनपायी_2,motionless_16,_motionless_a_1
679,anapAya_4,अनपाय_4,motionless_17,_motionless_a_1
680,apela_2,अपेल_2,motionless_18,_motionless_a_1
681,alola_5,अलोल_5,motionless_19,_motionless_a_1
682,nirIha_8,निरीह_8,motionless_20,_motionless_a_1
683,viBu_4,विभु_4,motionless_21,_motionless_a_1
684,sWAvara_6,स्थावर_6,still_15,_still_a_1
685,gawihIna_4,गतिहीन_4,still_16,_still_a_1
686,acara_5,अचर_5,still_17,_still_a_1
687,niScala_10,निश्चल_10,still_18,_still_a_1
688,KadZA_15,खड़ा_15,still_19,_still_a_1
689,kAyama_3,कायम_3,still_20,_still_a_1
690,Wira_14,थिर_14,still_21,_still_a_1
691,adola_3,अडोल_3,still_22,_still_a_1
692,agawika_2,अगतिक_2,still_23,_still_a_1
693,aga_4,अग_4,still_24,_still_a_1
694,avicala_12,अविचल_12,still_25,_still_a_1
695,avicaliwa_3,अविचलित_3,still_26,_still_a_1
696,anapAyI_3,अनपायी_3,still_27,_still_a_1
697,anapAya_5,अनपाय_5,still_28,_still_a_1
698,apela_3,अपेल_3,still_29,_still_a_1
699,alola_6,अलोल_6,still_30,_still_a_1
700,nirIha_9,निरीह_9,still_31,_still_a_1
701,viBu_5,विभु_5,still_32,_still_a_1
702,acamBA_1,अचम्भा_1,wonder_7,_wonder_n_1
703,acaMBava_1,अचंभव_1,wonder_8,_wonder_n_1
704,acamBava_1,अचम्भव_1,wonder_9,_wonder_n_1
705,acaMBo_1,अचंभो_1,wonder_10,_wonder_n_1
706,acamBo_1,अचम्भो_1,wonder_11,_wonder_n_1
707,acaMBO_1,अचंभौ_1,wonder_12,_wonder_n_1
708,acamBO_1,अचम्भौ_1,wonder_13,_wonder_n_1
709,anaBo_1,अनभो_1,wonder_14,_wonder_n_1
710,wAjZjuba_1,ताज़्जुब_1,wonder_15,_wonder_n_1
711,axBuwa+vaswu_1,अद्भुत+वस्तु_1,wonder_16,_wonder_n_1
712,ajaba_4,अजब_4,wonder_17,_wonder_n_1
713,ajIba_3,अजीब_3,wonder_18,_wonder_n_1
714,waajjuba_1,तअज्जुब_1,wonder_19,_wonder_n_1
715,kOwuka_7,कौतुक_7,wonder_20,_wonder_n_1
716,icaraja_1,इचरज_1,wonder_21,_wonder_n_1
717,acamBA_2,अचम्भा_2,surprise_9,_surprise_n_1
718,wAjZjuba_2,ताज़्जुब_2,surprise_10,_surprise_n_1
719,hErawa_4,हैरत_4,surprise_11,_surprise_n_1
720,acaMBava_2,अचंभव_2,surprise_12,_surprise_n_1
721,acamBava_2,अचम्भव_2,surprise_13,_surprise_n_1
722,acaMBo_2,अचंभो_2,surprise_14,_surprise_n_1
723,acamBo_2,अचम्भो_2,surprise_15,_surprise_n_1
724,acaMBO_2,अचंभौ_2,surprise_16,_surprise_n_1
725,acamBO_2,अचम्भौ_2,surprise_17,_surprise_n_1
726,Acaraja_1,आचरज_1,surprise_18,_surprise_n_1
727,waajjuba_2,तअज्जुब_2,surprise_19,_surprise_n_1
728,kOwuka_8,कौतुक_8,surprise_20,_surprise_n_1
729,icaraja_2,इचरज_2,surprise_21,_surprise_n_1
730,ekabAragI_3,एकबारगी_3,suddenly_9,_sudden_a_1
731,ekaxama+se_1,एकदम+से_1,suddenly_10,_sudden_a_1
732,ikabAragI_1,इकबारगी_1,suddenly_11,_sudden_a_1
733,ikaxama_1,इकदम_1,suddenly_12,_sudden_a_1
734,ikaxama+se_1,इकदम+से_1,suddenly_13,_sudden_a_1
735,akasmAwa_2,अकस्मात_2,suddenly_14,_sudden_a_1
736,xEvAw_3,दैवात्_3,suddenly_15,_sudden_a_1
737,xEvavaSa_2,दैववश_2,suddenly_16,_sudden_a_1
738,aprawyASiwawaH_1,अप्रत्याशिततः_1,suddenly_17,_sudden_a_1
739,ApAwawaH_1,आपाततः_1,suddenly_18,_sudden_a_1
